model,test_f1_macro,fit_seconds,infer_seconds_test_set
twitter_roberta_finetuned,0.8049685343977434,126.7696388000004,2.8712821999997686
grid_lr_C0.5_cwbalanced,0.714464144393196,4.211496400001124,0.3020699999997305
